start,IATA,PNRs
2019-09-05,SIN,2060
2019-09-05,SEA,5541
2019-09-05,DFW,8177
2019-09-05,LAX,4013
2019-09-05,SNA,2562
2019-09-05,SAT,2605
2019-09-05,STL,2482
2019-09-05,CHI,10359
2019-09-05,PIT,2222
2019-09-05,PDX,2417
2019-09-05,MSP,3803
2019-09-05,CLT,3729
2019-09-05,BNA,2470
2019-09-05,CMH,2222
2019-09-05,ATL,6920
2019-09-05,TLS,2214
2019-09-05,EWR,7114
2019-09-05,YUL,2087
2019-09-05,AMS,2955
2019-09-05,PAR,10428
2019-09-05,CPH,2189
2019-09-05,SFO,5727
2019-09-05,IND,2280
2019-09-05,RDU,2679
2019-09-05,MCO,1582
2019-09-05,MIA,1442
2019-09-05,DTW,4363
2019-09-05,MUC,3346
2019-09-05,AUS,3721
2019-09-05,SYD,2030
2019-09-05,FRA,2842
2019-09-05,PHX,3238
2019-09-05,CLE,1798
2019-09-05,MIL,2179
2019-09-05,PHL,4952
2019-09-05,SJC,4993
2019-09-05,DEN,3795
2019-09-12,HOU,5597
2019-09-12,STO,2316
2019-09-12,CLT,3847
2019-09-12,AMS,3178
2019-09-12,NYC,14344
2019-09-12,MSP,4048
2019-09-12,STL,2639
2019-09-12,PIT,2234
2019-09-12,EWR,7523
2019-09-12,IND,2085
2019-09-12,ATL,6761
2019-09-12,MAD,4379
2019-09-12,FRA,3244
2019-09-12,PHX,3613
2019-09-12,BNA,2804
2019-09-12,CPH,2533
2019-09-12,BOS,7374
2019-09-12,MIA,1693
2019-09-12,PDX,2344
2019-09-12,MEX,1924
2019-09-12,SAN,1995
2019-09-12,LAS,2462
2019-09-12,PAR,11262
2019-09-12,YUL,2278
2019-09-12,RDU,2823
2019-09-12,LAX,4015
2019-09-12,PHL,4785
2019-09-12,SAT,2692
2019-09-12,SFO,5234
2019-09-12,CHI,11372
2019-09-12,SEA,5177
2019-09-12,MCO,2660
2019-09-12,DFW,7952
2019-09-12,CLE,2183
2019-09-12,CMH,1878
2019-09-12,MUC,3362
2019-09-12,TLS,2618
2019-09-12,AUS,3581
2019-09-12,DEN,4014
2019-09-12,SIN,2014
2019-09-12,SHA,3729
2019-09-12,DTW,4012
2019-09-12,SNA,2236
2019-09-12,PEK,2324
2019-09-12,SJC,5437
2019-09-12,YYZ,4399
2019-09-12,MIL,2582
2019-09-12,LON,14292
2019-09-12,SYD,2265
2019-09-12,WAS,7453
2019-09-19,DFW,9062
2019-09-19,TLS,2585
2019-09-19,YUL,2343
2019-09-19,LAS,2721
2019-09-19,MCO,2015
2019-09-19,CPH,2369
2019-09-19,CMH,2093
2019-09-19,AMS,3454
2019-09-19,PHX,3585
2019-09-19,BOS,7555
2019-09-19,PDX,2954
2019-09-19,MUC,3929
2019-09-19,YYZ,4420
2019-09-19,STO,2251
2019-09-19,HOU,5836
2019-09-19,LON,14230
2019-09-19,PIT,2183
2019-09-19,ATL,6476
2019-09-19,STL,2435
2019-09-19,EWR,7733
2019-09-19,SJC,5185
2019-09-19,SFO,5900
2019-09-19,IND,1953
2019-09-19,SHA,4135
2019-09-19,RDU,2937
2019-09-19,SNA,2242
2019-09-19,SAT,2563
2019-09-19,AUS,3699
2019-09-19,CHI,10904
2019-09-19,NYC,14787
2019-09-19,CLT,3839
2019-09-19,SYD,2075
2019-09-19,DTW,3872
2019-09-19,SEA,5095
2019-09-19,PEK,2425
2019-09-19,DEN,3689
2019-09-19,MIA,2424
2019-09-19,MSP,3822
2019-09-19,SAN,2423
2019-09-19,PHL,4841
2019-09-19,SIN,2399
2019-09-19,MAD,4217
2019-09-19,FRA,3226
2019-09-19,BNA,2590
2019-09-19,PAR,12034
2019-09-19,LAX,3904
2019-09-19,WAS,6908
2019-09-19,MIL,2737
2019-09-19,CLE,1918
2019-09-19,MEX,2641
2019-09-26,AUS,2915
2019-09-26,MUC,2656
2019-09-26,SAN,2283
2019-09-26,IND,1766
2019-09-26,BOS,6832
2019-09-26,AMS,3012
2019-09-26,LAX,3247
2019-09-26,LAS,1655
2019-09-26,MIL,2639
2019-09-26,RDU,2510
2019-09-26,SEA,5057
2019-09-26,PEK,595
2019-09-26,MCO,3481
2019-09-26,PHL,4424
2019-09-26,PAR,11158
2019-09-26,SIN,1820
2019-09-26,SJC,4498
2019-09-26,CLE,1566
2019-09-26,MAD,3798
2019-09-26,CMH,1777
2019-09-26,SNA,1778
2019-09-26,YYZ,4054
2019-09-26,MIA,1344
2019-09-26,SYD,1684
2019-09-26,LON,13020
2019-09-26,MSP,3620
2019-09-26,DEN,3561
2019-09-26,PIT,2231
2019-09-26,CHI,10536
2019-09-26,WAS,5954
2019-09-26,BNA,2373
2019-09-26,SHA,946
2019-09-26,EWR,6284
2019-09-26,STO,2282
2019-09-26,CPH,2069
2019-09-26,SAT,2104
2019-09-26,MEX,2363
2019-09-26,DFW,7286
2019-09-26,YUL,1985
2019-09-26,PHX,2827
2019-09-26,HOU,4835
2019-09-26,STL,2221
2019-09-26,SFO,5717
2019-09-26,CLT,3792
2019-09-26,NYC,13729
2019-09-26,ATL,5723
2019-09-26,PDX,2345
2019-09-26,TLS,1992
2019-09-26,FRA,2306
2019-09-26,DTW,3512
2019-10-03,SNA,1917
2019-10-03,PDX,2338
2019-10-03,HOU,4953
2019-10-03,TLS,2098
2019-10-03,CLE,1865
2019-10-03,PHL,4867
2019-10-03,MIA,1468
2019-10-03,SFO,5308
2019-10-03,NYC,12930
2019-10-03,MIL,2617
2019-10-03,CMH,2150
2019-10-03,SJC,4967
2019-10-03,CLT,3786
2019-10-03,MAD,3960
2019-10-03,SYD,1615
2019-10-03,AMS,3383
2019-10-03,MSP,3458
2019-10-03,DEN,3668
2019-10-03,AUS,3622
2019-10-03,SEA,5152
2019-10-03,PHX,2848
2019-10-03,SAN,1993
2019-10-03,RDU,2520
2019-10-03,CHI,10516
2019-10-03,DTW,3862
2019-10-03,STL,2291
2019-10-03,PEK,1227
2019-10-03,EWR,6859
2019-10-03,MCO,1927
2019-10-03,LON,13389
2019-10-03,DFW,8190
2019-10-03,PAR,12029
2019-10-03,LAS,1458
2019-10-03,YUL,2152
2019-10-03,PIT,2096
2019-10-03,YYZ,4224
2019-10-03,BNA,2185
2019-10-03,CPH,2050
2019-10-03,WAS,6711
2019-10-03,ATL,6181
2019-10-03,BOS,7166
2019-10-03,SHA,1812
2019-10-03,LAX,3592
2019-10-03,STO,2193
2019-10-03,SIN,1869
2019-10-03,IND,1767
2019-10-03,SAT,2277
2019-10-03,MUC,2757
2019-10-03,MEX,2702
2019-10-03,FRA,2616
2019-10-10,SEA,5371
2019-10-10,HOU,5441
2019-10-10,LAX,3827
2019-10-10,SNA,1956
2019-10-10,ATL,6361
2019-10-10,SJC,4836
2019-10-10,CPH,1432
2019-10-10,CHI,10846
2019-10-10,YUL,1727
2019-10-10,SHA,3841
2019-10-10,IND,1913
2019-10-10,PIT,1985
2019-10-10,NYC,14049
2019-10-10,TLS,2378
2019-10-10,BNA,2426
2019-10-10,MEX,2619
2019-10-10,STL,2188
2019-10-10,WAS,7728
2019-10-10,MAD,4160
2019-10-10,SIN,2119
2019-10-10,AUS,3163
2019-10-10,MUC,3686
2019-10-10,LAS,1906
2019-10-10,PAR,12128
2019-10-10,STO,2268
2019-10-10,EWR,7024
2019-10-10,SFO,5155
2019-10-10,SAT,2437
2019-10-10,BOS,7643
2019-10-10,CLT,3593
2019-10-10,SAN,1831
2019-10-10,MSP,3539
2019-10-10,AMS,3037
2019-10-10,PHX,3731
2019-10-10,MIA,1773
2019-10-10,SYD,2101
2019-10-10,DTW,3695
2019-10-10,PEK,2573
2019-10-10,DFW,8413
2019-10-10,RDU,2519
2019-10-10,DEN,3691
2019-10-10,YYZ,3384
2019-10-10,CLE,1720
2019-10-10,PHL,4756
2019-10-10,FRA,2819
2019-10-10,CMH,1921
2019-10-10,LON,13459
2019-10-10,MIL,2637
2019-10-10,PDX,2171
2019-10-10,MCO,2833
2019-10-17,AUS,3435
2019-10-17,PIT,2493
2019-10-17,SJC,5027
2019-10-17,FRA,3489
2019-10-17,TLS,1840
2019-10-17,MSP,3716
2019-10-17,AMS,2587
2019-10-17,BNA,2626
2019-10-17,SIN,2011
2019-10-17,CHI,11284
2019-10-17,SFO,5969
2019-10-17,CMH,1909
2019-10-17,MCO,2974
2019-10-17,PHL,5038
2019-10-17,PHX,3846
2019-10-17,YUL,2257
2019-10-17,LAS,2076
2019-10-17,DFW,8444
2019-10-17,EWR,7180
2019-10-17,CPH,2065
2019-10-17,SAN,2185
2019-10-17,RDU,2597
2019-10-17,NYC,14586
2019-10-17,HOU,5805
2019-10-17,DEN,4086
2019-10-17,WAS,7224
2019-10-17,CLT,4182
2019-10-17,MEX,2568
2019-10-17,PDX,2403
2019-10-17,ATL,6259
2019-10-17,SYD,2214
2019-10-17,SAT,2442
2019-10-17,STO,2161
2019-10-17,SHA,4110
2019-10-17,MUC,3589
2019-10-17,LON,11828
2019-10-17,PEK,2808
2019-10-17,BOS,7933
2019-10-17,STL,2440
2019-10-17,CLE,1784
2019-10-17,LAX,4383
2019-10-17,SNA,2453
2019-10-17,DTW,3833
2019-10-17,MAD,3732
2019-10-17,MIA,2471
2019-10-17,SEA,5443
2019-10-17,IND,2011
2019-10-17,YYZ,4914
2019-10-17,PAR,9069
2019-10-17,MIL,2474
2019-10-24,CPH,2133
2019-10-24,SAT,2127
2019-10-24,SHA,3628
2019-10-24,RDU,2305
2019-10-24,PDX,2163
2019-10-24,PHX,3403
2019-10-24,DEN,3308
2019-10-24,DFW,7830
2019-10-24,HOU,5071
2019-10-24,PIT,2192
2019-10-24,SEA,5077
2019-10-24,TLS,1105
2019-10-24,MIA,1872
2019-10-24,LAS,2337
2019-10-24,MAD,3571
2019-10-24,CLE,1492
2019-10-24,PEK,2402
2019-10-24,EWR,6125
2019-10-24,MIL,2106
2019-10-24,PAR,5691
2019-10-24,STL,2126
2019-10-24,AUS,2872
2019-10-24,BOS,7043
2019-10-24,ATL,5610
2019-10-24,DTW,3635
2019-10-24,BNA,2195
2019-10-24,MCO,1849
2019-10-24,PHL,4543
2019-10-24,MUC,2472
2019-10-24,WAS,6258
2019-10-24,LON,9613
2019-10-24,SIN,1643
2019-10-24,YYZ,4229
2019-10-24,CLT,3574
2019-10-24,IND,1640
2019-10-24,SJC,4140
2019-10-24,CMH,1751
2019-10-24,CHI,9607
2019-10-24,SYD,2084
2019-10-24,SAN,1608
2019-10-24,YUL,1829
2019-10-24,SNA,1770
2019-10-24,NYC,13043
2019-10-24,FRA,2552
2019-10-24,AMS,2548
2019-10-24,MEX,2034
2019-10-24,SFO,5064
2019-10-24,LAX,4001
2019-10-24,MSP,3268
2019-10-24,STO,1331
2019-10-31,STL,2409
2019-10-31,CLT,4283
2019-10-31,MIA,2095
2019-10-31,CLE,1548
2019-10-31,SIN,2382
2019-10-31,IND,1917
2019-10-31,PDX,2229
2019-10-31,DFW,8826
2019-10-31,LAX,4349
2019-10-31,LON,12671
2019-10-31,CMH,1734
2019-10-31,BOS,7275
2019-10-31,YUL,2025
2019-10-31,MCO,5104
2019-10-31,SAN,2330
2019-10-31,PAR,9988
2019-10-31,CPH,2437
2019-10-31,SHA,3721
2019-10-31,FRA,2099
2019-10-31,BNA,2231
2019-10-31,PEK,2612
2019-10-31,MEX,2299
2019-10-31,TLS,2165
2019-10-31,LAS,2564
2019-10-31,SYD,1693
2019-10-31,MUC,3267
2019-10-31,HOU,5401
2019-10-31,PHL,4731
2019-10-31,ATL,6094
2019-10-31,MSP,3474
2019-10-31,CHI,10267
2019-10-31,SNA,2764
2019-10-31,SJC,4287
2019-10-31,MAD,3684
2019-10-31,MIL,2419
2019-10-31,STO,2140
2019-10-31,SEA,5154
2019-10-31,RDU,2652
2019-10-31,AUS,3720
2019-10-31,DEN,3587
2019-10-31,PIT,2172
2019-10-31,EWR,7127
2019-10-31,SAT,2552
2019-10-31,PHX,4257
2019-10-31,AMS,2909
2019-10-31,WAS,6540
2019-10-31,SFO,5266
2019-10-31,DTW,3401
2019-10-31,NYC,14854
2019-10-31,YYZ,4034
2019-11-07,YUL,1912
2019-11-07,DTW,3471
2019-11-07,TLS,1894
2019-11-07,HOU,5931
2019-11-07,ATL,6484
2019-11-07,BNA,2702
2019-11-07,EWR,7394
2019-11-07,SIN,2926
2019-11-07,STO,2351
2019-11-07,LAS,2482
2019-11-07,LON,14490
2019-11-07,STL,2541
2019-11-07,PDX,2210
2019-11-07,DEN,3868
2019-11-07,SEA,6094
2019-11-07,NYC,15817
2019-11-07,MIA,2175
2019-11-07,MUC,3830
2019-11-07,MIL,2834
2019-11-07,CMH,1980
2019-11-07,PEK,2414
2019-11-07,SHA,4042
2019-11-07,PHX,4150
2019-11-07,CLT,3940
2019-11-07,CHI,10731
2019-11-07,DFW,8872
2019-11-07,AUS,3558
2019-11-07,MAD,4037
2019-11-07,MEX,2897
2019-11-07,LAX,4778
2019-11-07,SJC,5789
2019-11-07,SYD,2624
2019-11-07,WAS,7364
2019-11-07,AMS,3163
2019-11-07,PHL,4834
2019-11-07,MCO,3119
2019-11-07,BOS,7558
2019-11-07,SAN,2232
2019-11-07,SAT,2463
2019-11-07,SNA,2370
2019-11-07,MSP,3969
2019-11-07,SFO,6188
2019-11-07,PIT,2279
2019-11-07,RDU,3092
2019-11-07,IND,2164
2019-11-07,FRA,3036
2019-11-07,CLE,1787
2019-11-07,CPH,2104
2019-11-07,PAR,10132
2019-11-07,YYZ,4465
2019-11-14,TLS,2731
2019-11-14,LAS,1781
2019-11-14,WAS,7570
2019-11-14,SNA,2257
2019-11-14,MCO,1986
2019-11-14,PIT,2367
2019-11-14,SHA,4074
2019-11-14,YUL,2384
2019-11-14,CLE,1846
2019-11-14,SAT,2542
2019-11-14,MAD,4339
2019-11-14,YYZ,5030
2019-11-14,CLT,4348
2019-11-14,LON,14659
2019-11-14,STL,2470
2019-11-14,LAX,4949
2019-11-14,STO,2321
2019-11-14,MUC,3724
2019-11-14,SAN,3486
2019-11-14,NYC,15891
2019-11-14,SYD,2589
2019-11-14,BNA,2843
2019-11-14,PDX,2340
2019-11-14,CMH,2015
2019-11-14,HOU,6259
2019-11-14,MSP,3893
2019-11-14,PAR,12926
2019-11-14,AUS,3374
2019-11-14,SFO,5640
2019-11-14,PHX,3733
2019-11-14,PHL,5504
2019-11-14,CHI,11557
2019-11-14,AMS,3453
2019-11-14,SIN,3084
2019-11-14,MIL,2662
2019-11-14,RDU,2807
2019-11-14,IND,2058
2019-11-14,CPH,2162
2019-11-14,MIA,2278
2019-11-14,ATL,7059
2019-11-14,DEN,4373
2019-11-14,DTW,3830
2019-11-14,SEA,6332
2019-11-14,MEX,2656
2019-11-14,FRA,3385
2019-11-14,BOS,7832
2019-11-14,EWR,7958
2019-11-14,SJC,5709
2019-11-14,DFW,8540
2019-11-14,PEK,2515
2019-11-21,CHI,2650
2019-11-21,MIA,579
2019-11-21,MCO,462
2019-11-21,MEX,2130
2019-11-21,MIL,2735
2019-11-21,EWR,1863
2019-11-21,SJC,995
2019-11-21,LAS,461
2019-11-21,CPH,2407
2019-11-21,PHL,1405
2019-11-21,SYD,2471
2019-11-21,YYZ,3055
2019-11-21,SIN,2033
2019-11-21,DEN,922
2019-11-21,PEK,2201
2019-11-21,SFO,1739
2019-11-21,MUC,3436
2019-11-21,IND,535
2019-11-21,BOS,2240
2019-11-21,PAR,11239
2019-11-21,SAT,496
2019-11-21,RDU,529
2019-11-21,SEA,1285
2019-11-21,LON,11723
2019-11-21,NYC,4543
2019-11-21,STO,2423
2019-11-21,SAN,539
2019-11-21,FRA,2895
2019-11-21,AMS,2729
2019-11-21,SNA,503
2019-11-21,PHX,1021
2019-11-21,MAD,4165
2019-11-21,LAX,1622
2019-11-21,HOU,1182
2019-11-21,PIT,616
2019-11-21,YUL,1678
2019-11-21,BNA,727
2019-11-21,DFW,1975
2019-11-21,CLE,463
2019-11-21,WAS,1917
2019-11-21,CMH,630
2019-11-21,PDX,597
2019-11-21,TLS,2197
2019-11-21,AUS,748
2019-11-21,CLT,1129
2019-11-21,ATL,1548
2019-11-21,STL,669
2019-11-21,MSP,927
2019-11-21,DTW,1048
2019-11-21,SHA,3375
2019-11-28,NYC,14154
2019-11-28,LON,14144
2019-11-28,BNA,1900
2019-11-28,CHI,8311
2019-11-28,CLT,3687
2019-11-28,AMS,2770
2019-11-28,MSP,3115
2019-11-28,CMH,1765
2019-11-28,MUC,3704
2019-11-28,DEN,3135
2019-11-28,SNA,1689
2019-11-28,MIA,1993
2019-11-28,DFW,7953
2019-11-28,EWR,7054
2019-11-28,YUL,2200
2019-11-28,HOU,5071
2019-11-28,SFO,4859
2019-11-28,MIL,2603
2019-11-28,STO,2478
2019-11-28,WAS,6291
2019-11-28,YYZ,4154
2019-11-28,BOS,6994
2019-11-28,MCO,1921
2019-11-28,CPH,2428
2019-11-28,SAN,1998
2019-11-28,DTW,3069
2019-11-28,STL,1978
2019-11-28,RDU,2559
2019-11-28,PHL,4297
2019-11-28,SEA,5079
2019-11-28,LAS,2970
2019-11-28,TLS,2213
2019-11-28,PAR,10549
2019-11-28,FRA,2861
2019-11-28,ATL,5696
2019-11-28,LAX,3197
2019-11-28,PEK,2266
2019-11-28,PDX,2121
2019-11-28,MAD,3462
2019-11-28,MEX,2783
2019-11-28,CLE,1483
2019-11-28,IND,1858
2019-11-28,AUS,2965
2019-11-28,PIT,2008
2019-11-28,SJC,4714
2019-11-28,SYD,2523
2019-11-28,SHA,3501
2019-11-28,SIN,1967
2019-11-28,SAT,2342
2019-11-28,PHX,3721
2019-12-05,SAT,2907
2019-12-05,SFO,5397
2019-12-05,HOU,5991
2019-12-05,CMH,2104
2019-12-05,BOS,8211
2019-12-05,EWR,8386
2019-12-05,MAD,3723
2019-12-05,SIN,1752
2019-12-05,MEX,2798
2019-12-05,MSP,3702
2019-12-05,ATL,6883
2019-12-05,WAS,7984
2019-12-05,MIL,2567
2019-12-05,DTW,3945
2019-12-05,PHX,4092
2019-12-05,LAS,2217
2019-12-05,TLS,1965
2019-12-05,DFW,9007
2019-12-05,SYD,2411
2019-12-05,AUS,3731
2019-12-05,LON,15782
2019-12-05,SEA,5564
2019-12-05,YUL,2346
2019-12-05,CLT,4875
2019-12-05,CLE,1756
2019-12-05,SJC,5961
2019-12-05,PIT,2226
2019-12-05,CHI,10583
2019-12-05,BNA,2865
2019-12-05,SHA,3918
2019-12-05,MCO,2989
2019-12-05,DEN,3700
2019-12-05,YYZ,4738
2019-12-05,PEK,2306
2019-12-05,MUC,3974
2019-12-05,SNA,2480
2019-12-05,NYC,16765
2019-12-05,STO,2642
2019-12-05,PAR,9819
2019-12-05,STL,2454
2019-12-05,MIA,2075
2019-12-05,PDX,2315
2019-12-05,PHL,5459
2019-12-05,RDU,2687
2019-12-05,LAX,4476
2019-12-05,FRA,3072
2019-12-05,CPH,2386
2019-12-05,IND,2108
2019-12-05,SAN,2232
2019-12-05,AMS,2955
2019-12-12,WAS,5959
2019-12-12,CMH,1568
2019-12-12,SJC,3639
2019-12-12,SNA,1833
2019-12-12,SFO,4273
2019-12-12,MIA,1715
2019-12-12,SAT,1953
2019-12-12,DFW,6674
2019-12-12,MAD,4028
2019-12-12,SIN,1027
2019-12-12,AMS,1929
2019-12-12,MCO,1578
2019-12-12,PEK,1944
2019-12-12,NYC,14907
2019-12-12,FRA,2157
2019-12-12,CLT,3115
2019-12-12,PDX,1887
2019-12-12,EWR,6023
2019-12-12,PIT,2026
2019-12-12,MUC,2623
2019-12-12,LON,10561
2019-12-12,CPH,1683
2019-12-12,MSP,3121
2019-12-12,DTW,2544
2019-12-12,BOS,5873
2019-12-12,AUS,2197
2019-12-12,BNA,1948
2019-12-12,PAR,9755
2019-12-12,ATL,5273
2019-12-12,MIL,2266
2019-12-12,MEX,1786
2019-12-12,LAX,3380
2019-12-12,IND,1667
2019-12-12,SAN,1584
2019-12-12,PHL,3790
2019-12-12,CLE,1222
2019-12-12,SHA,3178
2019-12-12,LAS,1158
2019-12-12,SYD,1409
2019-12-12,YYZ,3123
2019-12-12,PHX,2751
2019-12-12,YUL,1588
2019-12-12,DEN,3233
2019-12-12,RDU,1877
2019-12-12,STO,1753
2019-12-12,STL,1926
2019-12-12,HOU,3862
2019-12-12,TLS,1584
2019-12-12,CHI,7902
2019-12-12,SEA,3645
2019-12-19,TLS,119
2019-12-19,PAR,1092
2019-12-19,SHA,1376
2019-12-19,FRA,202
2019-12-19,SEA,318
2019-12-19,HOU,353
2019-12-19,LON,1195
2019-12-19,LAS,186
2019-12-19,SFO,462
2019-12-19,BNA,181
2019-12-19,CLT,223
2019-12-19,YUL,216
2019-12-19,SNA,191
2019-12-19,CMH,132
2019-12-19,LAX,512
2019-12-19,STO,107
2019-12-19,NYC,1262
2019-12-19,MSP,449
2019-12-19,PEK,1113
2019-12-19,RDU,161
2019-12-19,IND,204
2019-12-19,EWR,445
2019-12-19,DEN,277
2019-12-19,MUC,272
2019-12-19,BOS,538
2019-12-19,WAS,443
2019-12-19,PHL,463
2019-12-19,SIN,161
2019-12-19,MAD,474
2019-12-19,CHI,718
2019-12-19,MEX,347
2019-12-19,CPH,147
2019-12-19,ATL,596
2019-12-19,SYD,148
2019-12-19,PDX,213
2019-12-19,AUS,181
2019-12-19,MIA,234
2019-12-19,DTW,267
2019-12-19,YYZ,347
2019-12-19,SAN,270
2019-12-19,AMS,275
2019-12-19,STL,205
2019-12-19,DFW,547
2019-12-19,SJC,234
2019-12-19,PHX,376
2019-12-19,SAT,179
2019-12-19,PIT,184
2019-12-19,CLE,111
2019-12-19,MIL,298
2019-12-19,MCO,200
2019-12-26,PHX,369
2019-12-26,DEN,186
2019-12-26,SFO,168
2019-12-26,EWR,276
2019-12-26,CHI,401
2019-12-26,PAR,223
2019-12-26,DTW,144
2019-12-26,MCO,305
2019-12-26,HOU,266
2019-12-26,RDU,127
2019-12-26,MUC,43
2019-12-26,TLS,40
2019-12-26,WAS,260
2019-12-26,MEX,204
2019-12-26,STO,32
2019-12-26,BOS,232
2019-12-26,PEK,627
2019-12-26,PIT,83
2019-12-26,CLT,206
2019-12-26,LON,295
2019-12-26,CMH,88
2019-12-26,PHL,190
2019-12-26,YYZ,201
2019-12-26,ATL,501
2019-12-26,AMS,63
2019-12-26,MSP,127
2019-12-26,MIL,51
2019-12-26,SEA,232
2019-12-26,MAD,85
2019-12-26,NYC,534
2019-12-26,DFW,482
2019-12-26,PDX,135
2019-12-26,BNA,216
2019-12-26,AUS,211
2019-12-26,SIN,118
2019-12-26,FRA,24
2019-12-26,LAX,293
2019-12-26,YUL,76
2019-12-26,SYD,44
2019-12-26,MIA,218
2019-12-26,SJC,104
2019-12-26,IND,87
2019-12-26,STL,175
2019-12-26,LAS,175
2019-12-26,SAT,149
2019-12-26,SHA,532
2019-12-26,CPH,33
2019-12-26,CLE,67
2019-12-26,SNA,114
2019-12-26,SAN,272
2020-01-02,SYD,537
2020-01-02,STL,1599
2020-01-02,AUS,2331
2020-01-02,RDU,1848
2020-01-02,SNA,1444
2020-01-02,SIN,1225
2020-01-02,LAX,2335
2020-01-02,MCO,1439
2020-01-02,PEK,2201
2020-01-02,AMS,1027
2020-01-02,LAS,3988
2020-01-02,SJC,2752
2020-01-02,SEA,3068
2020-01-02,DEN,2433
2020-01-02,EWR,5054
2020-01-02,TLS,917
2020-01-02,WAS,4421
2020-01-02,DTW,2109
2020-01-02,MEX,1071
2020-01-02,SHA,3224
2020-01-02,YUL,869
2020-01-02,CPH,1096
2020-01-02,PIT,1468
2020-01-02,BNA,1673
2020-01-02,MIA,1480
2020-01-02,CLE,1130
2020-01-02,MUC,1191
2020-01-02,NYC,7882
2020-01-02,SAN,1488
2020-01-02,PDX,1376
2020-01-02,PHL,3053
2020-01-02,DFW,5732
2020-01-02,SAT,1942
2020-01-02,MIL,834
2020-01-02,MSP,2186
2020-01-02,PHX,2444
2020-01-02,SFO,3476
2020-01-02,ATL,4524
2020-01-02,FRA,901
2020-01-02,PAR,6018
2020-01-02,CLT,3003
2020-01-02,STO,761
2020-01-02,IND,1400
2020-01-02,BOS,4302
2020-01-02,MAD,1275
2020-01-02,CHI,5469
2020-01-02,LON,6710
2020-01-02,HOU,3820
2020-01-02,CMH,1231
2020-01-02,YYZ,2449
